kauza	datum	medium	titulek	strana	rubrika	autor	delka
emaily	09.01.2016	Mladá fronta DNES	Stín Sobotkovy pošty dopadl i do Sněmovny	02	Z domova	Adéla Paclíková	7200
emaily	09.01.2016	lidovky.cz	Chovanec: Každý člověk je zodpovědný za to, co píše	00	Zprávy / Domov	Lidové noviny, Adam  Junek	2725
emaily	09.01.2016	lidovky.cz	Statisícové odměny i tajné dohody. Co ukázala už dříve zveřejněná komunikace?	00	Zprávy / Domov	Lidovky.cz, Hana Mazancová	3505
emaily	09.01.2016	Lidové noviny	Příchod uprchlíků se takřka zastavil	11	Rozhovor	Adam Junek	11773
emaily	09.01.2016	Lidové noviny	DOPISY REDAKCI	12	Horizont		1569
emaily	09.01.2016	Lidové noviny	Milý soudruhu Slávku	12	Horizont	JOSEF KLÍMA	2840
emaily	08.01.2016	zpravy.iDNES.cz	Poslanci projednají e-maily, které Sobotka dostal k výběru šéfa rozhlasu	00	Zprávy / Domácí	iDNES.cz, Václav Ferebauer, MF DNES, Adéla Paclíková, MF	2435
emaily	08.01.2016	lidovky.cz	Poslanci projednají ukradené e-maily šéfa rozhlasové rady a Sobotky	00	Zprávy / Domov	Lidovky.cz, Jakub Zelenka	2816
emaily	08.01.2016	Lidové noviny	Od e-mailů k politické realitě	10	Názory	ISTVÁN LÉKO	3312
emaily	08.01.2016	Právo	Chovanec: Ukradené maily Sobotku nekompromitují	02	Zpravodajství	Jan Martinek	3563
emaily	08.01.2016	Mladá fronta DNES	Na co dluží Sobotka odpověď	10	Názory	Miroslav Korecký	3246
emaily	08.01.2016	Hospodářské noviny	Bezpečnost premiérů: bydlení ve vile i ochranky se často vzdají, ale svého mailu ne	05	Události	Václav Dolejší	4099
emaily	08.01.2016	Mladá fronta DNES	Napadli mail premiéra. No a co?	02	Z domova	Ondřej Leinert	4054
emaily	08.01.2016	Hospodářské noviny	A TOHLE JSOU TY KRADENÉ MAILY. JAK SE VÁM LÍBÍ?	24	Barvy moci Jindřicha Šídla	Jindřich Šídlo	4086
emaily	08.01.2016	Lidové noviny	Za soukromý mail je v byznysu i vyhazov	03	Sobotkovy maily	MARTIN SHABU	5015
emaily	08.01.2016	Mladá fronta DNES	Pozor, ať nedopadneme jako premiér	10	Názory	Ondřej Leinert	3173
emaily	08.01.2016	Mladá fronta DNES	Ministři chtějí zvyšovat důchody, jak se jim zlíbí	06	Ekonomika	Jitka Vlková	5148
emaily	07.01.2016	novinky.cz	Byl to sofistikovaný útok, tvrdí Chovanec o nabourání Sobotkova e-mailu	00	Domácí		2129
emaily	07.01.2016	Hospodářské noviny	MILÝ SLÁVKU, JÁ TI TAJNĚ ČTU E - MAILY	08	Názory	Teodor Marjanovič	4439
emaily	07.01.2016	Právo	Maily zajímají i NBÚ	02	Zpravodajství	(kab, ČTK)	1643
emaily	07.01.2016	zpravy.rozhlas.cz	Proti útokům hackerů i špatným nákupům přes internet je možné se pojistit	00	/ domaciekonomika	Zuzana Švejdová	2508
emaily	07.01.2016	Mladá fronta DNES	Skicář Václava Teichmanna	11	Názory		334
emaily	07.01.2016	aktualne.cz	Ochranu hackeři neprolomili. Znali heslo, nebo skenovali Sobotkův počítač, brání se Seznam	00	Domácí		2699
emaily	07.01.2016	lidovky.cz	Chovanec: útok na premiérův mail byl sofistikovaný. Původce půjde vypátrat těžko	00	Zprávy / Domov	ČTK	1751
emaily	07.01.2016	Hospodářské noviny	S hackery Čechům nově pomůže kyberpojištění	04	Události	Jan Úšela	3510
emaily	07.01.2016	Lidové noviny	Ideová eminence lídrů ČSSD	03	Sobotkovy maily	KATEŘINA SURMANOVÁ	3752
emaily	07.01.2016	Lidové noviny	S prosbou o diskrétnost, psal šéf rady ČRo	03	Sobotkovy maily	JAKUB ZELENKA	2952
emaily	07.01.2016	aktualne.cz	Bezpečnostní hrozby premiérů. Soukromý mail si nechal každý, v hlídané Kramářově vile bydlel málokdo	00	Domácí		4664
emaily	07.01.2016	Mladá fronta DNES	Předseda vlády je hlavně úřad, ale má i právo na soukromí	02	Z domova	Jaroslav Plesl	2086
emaily	07.01.2016	Mladá fronta DNES	Hackeři nabourávali Sobotku opakovaně	01	Titulní strana	Václav Janouš	4723
emaily	07.01.2016	Mladá fronta DNES	Hackeři nabourávali Sobotku opakovaně	01	Titulní strana	Václav Janouš	4707
emaily	07.01.2016	lidovky.cz	Váš průzkum může ohrozit naši spolupráci, psal Sobotkův poradce sociologovi Hartlovi	00	Zprávy / Domov	Lidovky.cz, Hana Mazancová	4398
emaily	07.01.2016	lidovky.cz	Úřad vlády změnil hesla ‚srdce všech zákonů‘. S únikem e-mailů to nesouvisí, tvrdí	00	Zprávy / Domov	Lidovky.cz, Ondřej Golis	2266
emaily	07.01.2016	novinky.cz	Poradce premiéra: Jestli chcete spolupracovat s ČSSD, pusťte ANO	00	Domácí	Karolina Brožová, Jan Martinek	3517
emaily	07.01.2016	Lidové noviny	Sobotkovi lidé tlačili na průzkumy	03	Sobotkovy maily		1464
emaily	07.01.2016	Lidové noviny	Další úlovky hackerů? Kocáb či Špidla	02	Sobotkovy maily	TOMÁŠ TOMÁNEK	4903
emaily	07.01.2016	Hospodářské noviny	Sobotka: Požádám o posílení své bezpečnosti	04	Události	Václav Dolejší	1617
emaily	07.01.2016	Lidové noviny	Sobotkovi lidé tlačili na průzkumy i rozhlas	01	Titulní strana	HANA MAZANCOVÁ JAKUB ZELENKA	2270
emaily	07.01.2016	lidovky.cz	VYHNANOVSKÝ: Nezlobme se na Sobotku, my ze země AVG a Avastu jsme stejní	00	Zprávy / Názory	Lidové noviny, Ondřej Vyhnanovský	4945
emaily	07.01.2016	Hospodářské noviny	TWITTERU	04	Události		305
emaily	07.01.2016	Právo	Útoky hackerů řeší protimafiánský útvar	02	Zpravodajství	(rav)	1557
emaily	07.01.2016	Mladá fronta DNES	Premiérovi vodiči	02	Z domova	Vojtěch Srnka	4999
emaily	07.01.2016	Lidové noviny	NBÚ pročítá „kradenou“ poštu	02	Sobotkovy maily	TOMÁŠ TOMÁNEK	3816
emaily	07.01.2016	Mladá fronta DNES	Když se průzkum ČSSD nelíbí	03	Z domova	Ondřej Leinert	4478
emaily	07.01.2016	Lidové noviny	Nehněvejme se na Slávka	08	Názory	ONDŘEJ VYHNANOVSKÝ	5073
emaily	07.01.2016	Mladá fronta DNES	Ten, který to vždy vidí jinak	02	Z domova	Adéla Paclíková	3458
emaily	06.01.2016	zpravy.iDNES.cz	Sobotkovi v uniklých e-mailech psali o přijímání běženců i výběru šéfa ČRo	00	Zprávy / Domácí	iDNES.cz, Zdeňka Trachtová, iDNES.cz, Václav Ferebauer	7253
emaily	06.01.2016	zpravy.rozhlas.cz	Zveřejněnými Sobotkovými e-maily se kromě policie zabývá i NBÚ	00	/ politika	ČRo,Blanka Černá	2936
emaily	06.01.2016	lidovky.cz	Prolomený e-mail může ohrozit Sobotkovu vládu. Premiér je vydíratelný, tvrdí expert	00	Zprávy / Domov	Lidovky.cz, Jakub Zelenka	4036
emaily	06.01.2016	novinky.cz	Po průšvihu se Sobotkovým e-mailem nabízí NBÚ Úřadu vlády pomoc se zabezpečením	00	Domácí		3722
emaily	06.01.2016	aktualne.cz	Po stopách hackerů, kteří napadli Sobotkův e-mail, jdou Šlachtovi protimafiánští detektivové	00	Domácí		4103
emaily	06.01.2016	Mladá fronta DNES	Obnažený premiér Sobotka Obnažený premiér	01	Titulní strana	Václav Janouš, Ondřej Leinert	5253
emaily	06.01.2016	Právo	Hackeři ukradli Sobotkovi maily	01	Titulní strana	Vlastní zpráva	7671
emaily	06.01.2016	lidovky.cz	S prosbou o diskrétnost, psal člen rozhlasové rady Sobotkovi. Není to autentické, brání se	00	Zprávy / Domov	Lidovky.cz, Jakub Zelenka	3318
emaily	06.01.2016	zpravy.iDNES.cz	KOMENTÁŘ: Pošta pro premiéra Sobotku	00	Zprávy / Domácí	Kamil Švec	3704
emaily	06.01.2016	Právo	Politici nabourání schránky odsoudili	02	Zpravodajství	(rsk)	2590
emaily	06.01.2016	Lidové noviny	Selhání.cz	01	Titulní strana	JAN KLESLA	1278
emaily	06.01.2016	Hospodářské noviny	Neonacisté napadli e-mail premiéra	04	Události	Lukáš Prchal, Michal Polák	1706
emaily	06.01.2016	Lidové noviny	E-útok na premiéra	01	Titulní strana	ONDŘEJ KOUTNÍK, HANA MAZANCOVÁ	5309
emaily	06.01.2016	Lidové noviny	Jak se dostat do e-mailu premiéra	02	Sobotkovy maily	ONDŘEJ VYHNANOVSKÝ, JAN KLESLA	4715
emaily	06.01.2016	lidovky.cz	Sobotkův důvěrník Švagr soukromě premiérovi: Ťok si hledá alibi kvůli mýtu	00	Lidovky / Doprava	Lidovky.cz, Michal Pavec	4223
emaily	06.01.2016	novinky.cz	Politici nabourání Sobotkovy schránky odsoudili	00	Domácí	rsk	2800
emaily	06.01.2016	lidovky.cz	Národní bezpečnostní úřad pátrá v Sobotkových e-mailech po utajovaných informacích	00	Zprávy / Domov	Lidovky.cz, Michal Pavec	3099
emaily	06.01.2016	Mladá fronta DNES	Kdo Sobotkovi ukradl maily	03	Z domova	Václav Janouš	5092
emaily	06.01.2016	aktualne.cz	Riziko napadení stoupá, zjistil Sobotka. Chce zlepšit ochranu svých mailů	00	Domácí		2190
emaily	06.01.2016	Lidové noviny	Cudný pohled do premiérovy kuchyně	03	Sobotkovy maily	ADAM JUNEK	4010
emaily	06.01.2016	Lidové noviny	Cudný pohled do premiérovy kuchyně	03	Sobotkovy maily	ADAM JUNEK	4140
emaily	06.01.2016	Právo	Seznam.cz: Naše služba prolomena nebyla	02	Zpravodajství	(zr)	1483
emaily	06.01.2016	Právo	Web White Media velebil i Breivikovo vraždění	02	Zpravodajství	(ČTK)	1820
emaily	06.01.2016	Lidové noviny	Lídrům chybí pravidla chování na síti	02	Sobotkovy maily	ONDŘEJ VYHNANOVSKÝ	4436
emaily	05.01.2016	zpravy.rozhlas.cz	Hackeři zřejmě napadli e-mail premiéra Sobotky, korespondenci zveřejnili na webu	00	/ politika	ČRo,Martin Karlík	2515
emaily	05.01.2016	novinky.cz	Neonacisté zveřejnili e-maily z údajné soukromé schránky premiéra Sobotky	00	Domácí	zpe, kab	3120
emaily	05.01.2016	lidovky.cz	Co uniklo ze Sobotkova e-mailu? Pošta otevřela stranickou kuchyni ČSSD	00	Zprávy / Domov	Lidovky.cz, Hana Mazancová, Lidovky.cz, Michal Pavec	7028
emaily	05.01.2016	lidovky.cz	‚Ahoj Slávku.‘ Hackeři ukradli soukromou korespondenci premiéra Sobotky	00	Zprávy / Domov	Lidovky.cz, Hana Mazancová, Lidovky.cz, Jakub Zelenka, Lido	4066
emaily	05.01.2016	novinky.cz	V údajných Sobotkových soukromých mailech byly i rady do důležitých jednání v EU	00	Domácí	kab	2601
emaily	05.01.2016	aktualne.cz	Sobotka opět terčem hackerů. Neonacisté zveřejnili jeho soukromou poštu	00	Domácí		2530
emaily	05.01.2016	zpravy.iDNES.cz	Hackeři tvrdí, že se nabourali do e-mailové schránky premiéra Sobotky	00	Zprávy / Domácí	iDNES.cz, Václav Ferebauer, ČTK	4493
emaily	05.01.2016	aktualne.cz	Nejslabší článek je uživatel. Uhodnout heslo je nejjednodušší, říká expert o napadení mailu premiéra	00	Domácí		3284
emaily	04.01.2016	Právo	Zemana a Sobotku v Lánech u dančího migranti nerozhádali	01	Titulní strana	(tin)	4184
policie	30.08.2016	Lidové noviny	Poslanec „uvázl“ v kauze Vidkun	01	Titulní strana	ONDŘEJ KOUTNÍK MARTIN SHABU	7457
policie	29.08.2016	Mladá fronta DNES	Mladí i staří pojedou zdarma	02	Z domova	Jakub Pokorný, Vojtěch Srnka	4978
policie	28.08.2016	aktualne.cz	V Kyjevě našli dalšího mrtvého novináře. Kritik Ruska prý spáchal sebevraždu	00	Zahraničí	ČTK	1547
policie	28.08.2016	lidovky.cz	V Kyjevě našli mrtvého ruského novináře, prý je to sebevražda	00	Zprávy / Svět	ČTK	1384
policie	28.08.2016	zpravy.iDNES.cz	Čech zmizel na Ukrajině beze stopy. Matka prosí politiky o pomoc	00	Zprávy / Domácí	iDNES.cz, Martina Vyroubalová	8611
policie	28.08.2016	aktualne.cz	Složitý případ. Vnitro oddálilo citlivý verdikt, azyl pronásledovaným čínským křesťanům letos nedá	00	Domácí	Jan Hejl	3933
policie	27.08.2016	zpravy.iDNES.cz	Vedení policie se Šlachtovým ÚOOZ ještě na jaře počítalo. Dokládá to video	00	Zprávy / Domácí	MF DNES, Adéla Paclíková	2518
policie	27.08.2016	Mladá fronta DNES	Exkluzivní video: Tuhý fandí ÚOOZ	01	Titulní strana	Adéla Paclíková	7619
policie	27.08.2016	aktualne.cz	Šlachtovi bývalí podřízení dostali přidáno pět tisíc. A je po rebelii	00	Domácí	Vojtěch Blažek	3194
policie	27.08.2016	iHNed.cz	Roky to nebylo možné. Krátce po Šlachtově odchodu dostali jeho bývalí podřízení přidáno pět tisíc	00		Blažek Vojtěch	3861
policie	27.08.2016	iHNed.cz	Roky to nebylo možné. Krátce po Šlachtově odchodu dostali jeho bývalí podřízení přidáno pět tisíc	00		Blažek Vojtěch	3861
policie	25.08.2016	Právo	Petr Fiala: Jsme ve válce, která se vede i v našich ulicích	04	Zpravodajství	Jan Martinek	6524
policie	25.08.2016	novinky.cz	Fiala: Jsme ve válce, která se vede i v našich ulicích	00	Domácí	Jan Martinek	7237
policie	25.08.2016	zpravy.iDNES.cz	Psychiatři v případu útočnice ze Smíchova nechybovali, rozhodla komise	00	Zprávy / Domácí	iDNES.cz, Pavla Kubištová	3107
policie	25.08.2016	lidovky.cz	Bohnická léčebna nepochybila v léčbě vražedkyně ze Smíchova	00	Zprávy / Domov	ČTK	2612
policie	25.08.2016	novinky.cz	Bohnická psychiatrie nepochybila v péči o ženu, která pak vraždila	00	Krimi		2507
policie	24.08.2016	Právo	Úderka	06	Publicistika	Josef Koukal	2690
policie	24.08.2016	Mladá fronta DNES	Hledání Šlachtovy pravdy	04	Z domova	Adéla Paclíková	7499
policie	24.08.2016	Lidové noviny	Babiš požaduje větší pravomoci pro celníky	13	Ekonomika	MIROSLAV PETR	2245
policie	22.08.2016	Mladá fronta DNES	Jak se strůjci policejní reformy přepočítali	10	Názory	Marek Přibil	2174
policie	22.08.2016	Právo	Argentinská metropole je a zůstane městem protestů	10	Ze zahraničí	Marie Königová	3688
policie	22.08.2016	Lidové noviny	Angola: diktatura na nohách z ropy	07	Svět	TOMÁŠ NÍDR	7430
policie	22.08.2016	Mladá fronta DNES	Kasárna se promění v justiční palác. Až budou peníze	17	Praha	Jan Bohata	6351
policie	21.08.2016	zpravy.rozhlas.cz	OBRAZEM: Pietní ceremoniál před budovou ČRo v Praze připomněl oběti srpnové okupace 1968	00	politika	ČRo, ČTK	3221
policie	20.08.2016	Mladá fronta DNES	„Vraťa volal“. Komise chce vyslýchat Mynáře	01	Titulní strana	Adéla Paclíková, Jakub Pokorný	5754
policie	19.08.2016	Hospodářské noviny	Válka policajtů na Ukrajině. Podle reformistů ukazuje nutnost reforem celého systému	09	Události	Ondřej Soukup	3415
policie	19.08.2016	iHNed.cz	Poslanci předvolávají Mynáře ke komisi. V odposleších se prý mluví o jeho bezpečnostní prověrce	00		ČTK, gal	2282
policie	19.08.2016	aktualne.cz	Je třeba řešit prověrku "pro Vráťu", zaznělo v odposlechu. Sněmovní komise chce od Mynáře vysvětlení	00	Domácí	ČTK	2617
policie	19.08.2016	lidovky.cz	Mynář půjde před sněmovní komisi kvůli své prověrce. Vůbec tomu nerozumím, tvrdí kancléř	00	Zprávy / Domov	ČTK	2519
policie	19.08.2016	zpravy.iDNES.cz	Mynář má poslancům vysvětlit prověrku „pro Vráťu". Nechápu to, tvrdí	00	Zprávy / Domácí	ČTK	2481
policie	19.08.2016	novinky.cz	Prověrka „pro Vráťu”. Komise zve Mynáře kvůli slovům z odposlechu v kauze Vidkun	00	Domácí		2755
policie	19.08.2016	zpravy.rozhlas.cz	V odposleších se mluví o 'řešení Vráťovy prověrky'. Poslanci chtějí vysvětlení od Mynáře	00	politika	Markéta Chaloupská,Marie Bastlová,Anna Kottová	4266
policie	19.08.2016	iHNed.cz	Nástup Roberta Šlachty k celníkům je podle zákona, tvrdí ministerstvo financí. O místo prý neměl nikdo zájem	00		ČTK, dap	3083
policie	19.08.2016	Mladá fronta DNES	Ani zpráva, ani Šlachtova	02	Z domova	Adéla Paclíková, Jakub Pokorný	4873
policie	18.08.2016	zpravy.rozhlas.cz	Komise opět řeší změny v policii. Jednat se má i o zveřejnění Šlachtovy zprávy	00	politika	Jana Čermáková, Český rozhlas	4692
policie	18.08.2016	Hospodářské noviny	Německo hledá tisíce policistů či učitelů, aby zvládlo uprchlíky	06	Události	Helena Truchlá	3998
policie	16.08.2016	Mladá fronta DNES	Mnoho vlků, Hollandova smrt	10	Názory	Josef Brož	5375
policie	15.08.2016	novinky.cz	Vůdci protestů z Hongkongu se vězení vyhnou	00	Zahraniční - Svět		1875
policie	15.08.2016	zpravy.rozhlas.cz	Veřejně prospěšné práce a odklad. Vůdci protestů v Hongkongu nepůjdou do vězení	00	asieaustralie	David Jakš	3273
policie	15.08.2016	aktualne.cz	Překvapivý verdikt. Soud potrestal vůdce protestů proti Pekingu veřejnými pracemi	00	Zahraničí	ČTK	2515
policie	14.08.2016	iHNed.cz	Se zavřením hranice nepřijde bílý ráj, ale děti křičící v autě v zácpách a ekonomický deficit, říká zakladatel Schengenu	00		Kateřina Šafaříková	16230
policie	13.08.2016	Lidové noviny	Reorganizaci naplánovali zlojedi	02	Domov	ONDŘEJ KOUTNÍK	6986
policie	13.08.2016	Lidové noviny	Bundeswehr stojí o rekruty z celé Unie	05	Svět	JIŘÍ SLÁDEK	3663
policie	12.08.2016	zpravy.iDNES.cz	MF DNES: Šlachtova zpráva obsahuje odposlechy rozhovorů aktérů kauzy Vidkun	00	Zprávy / Domácí	iDNES.cz	3580
policie	12.08.2016	Mladá fronta DNES	Exkluzivně: Šlachtova tajná zpráva	01	Titulní strana	Adéla Paclíková	8078
policie	12.08.2016	Mladá fronta DNES	Šlachtova zpráva	01	Titulní strana	Adéla Paclíková	8132
policie	11.08.2016	Mladá fronta DNES	Tuhý, mobil a ryba, co smrdí od hlavy	08	Názory	Miroslav Korecký	1933
policie	11.08.2016	Lidové noviny	Dopis přišel pozdě. Rousseffová padá	06	Svět	LEONA ŠLAJCHRTOVÁ	4151
policie	10.08.2016	iHNed.cz	Policie v Baltimoru diskriminuje černochy, tvrdí americké ministerstvo spravedlnosti. Používá proti nim brutální sílu	00		ČTK, dap	2246
policie	10.08.2016	zpravy.rozhlas.cz	Razie v Německu. Policie hledala důkazy o napojení islámských duchovních na teroristy	00	evropa	Filip Nerad, ČRo	2950
policie	09.08.2016	zpravy.iDNES.cz	Policejní prezident v problémech. Únik informací sahá až k jeho blízkým	00	Zprávy / Domácí	iDNES.cz	2491
policie	09.08.2016	novinky.cz	KOMENTÁŘ: Nečitelná ČSSD balancuje nad propastí - Jiří Pehe	00	Komentáře	Jiří Pehe	2870
policie	09.08.2016	Mladá fronta DNES	Šlachta bude učit celníky policejní práci	02	Z domova	Karel Hrubeš	4609
policie	09.08.2016	Lidové noviny	Šlachta přijal nabídku. Jde k celníkům	04	Domov	čtk	895
policie	09.08.2016	lidovky.cz	Razii vyzradilo varování z mobilu. Patřil někomu z okolí policejního šéfa Tuhého?	00	Zprávy / Domov	Lidové noviny, Ondřej Koutník, Lidové noviny, Martin Sha	8344
policie	08.08.2016	zpravy.iDNES.cz	Útvar pro odhalování organizovaného zločinu (ÚOOZ)	00	Zprávy iDNES.cz / Firmy		1736
policie	08.08.2016	zpravy.iDNES.cz	Šlachta přijal nabídku. Nastoupí k celníkům jako náměstek pro pátrání	00	Zprávy / Domácí	iDNES.cz, Čeněk Třeček	5052
policie	08.08.2016	Lidové noviny	V ČSSD se opět skloňuje „puč“	01	Titulní strana	ONDŘEJ KOUTNÍK	7211
policie	06.08.2016	Mladá fronta DNES	Olympiáda ve městě zločinu	05	Ze světa	Tomáš Lébr	3992
policie	06.08.2016	Právo	Vojenský expert Foltýn: Z teroristů si na zadek sednout nemusíme	07	Rozhovor	Oldřich Danda	14145
policie	05.08.2016	Lidové noviny	Chovanec ohlásil vznik „fipo“	04	Domov	ONDŘEJ KOUTNÍK	1858
policie	05.08.2016	iHNed.cz	Separatisté útočili na trh v indickém Ásámu. 14 lidí zabili, dalších nejméně 16 bylo zraněno	00		ČTK, tru	2044
policie	04.08.2016	novinky.cz	Od příštího roku vznikne finanční policie. Centrála funguje, libuje si Chovanec	00	Domácí	zpe	1429
policie	04.08.2016	lidovky.cz	Chovanec: Žádná katastrofa, od policie kvůli reorganizaci odešlo pět lidí	00	Zprávy / Domov	ČTK	3049
policie	04.08.2016	zpravy.iDNES.cz	Masivní odchody nenastaly, řekl Chovanec. Se superúřadem je spokojen	00	Zprávy / Domácí	iDNES.cz, Pavla Kubištová	5954
policie	04.08.2016	aktualne.cz	Chovanec: V rámci superútvaru vznikne finanční policie i horká linka pro pořadatele veřejných akcí	00	Domácí	Domácí, ČTK	4977
policie	04.08.2016	iHNed.cz	Finanční útvar bude součástí nové policejní centrály. Zabývat se bude hlavně daňovými úniky	00		ČTK, tru	4164
policie	03.08.2016	Lidové noviny	Reforma pro mě není otázkou soutěže	03	Domov	MARTIN SHABU	4297
policie	03.08.2016	lidovky.cz	Šlachta dostal od financí nabídku na náměstka Celní správy	00	Zprávy / Domov	ČTK	2258
policie	03.08.2016	Lidové noviny	„Přepisujeme spisy, dělají se razítka“	03	Domov	MARTIN SHABU	4898
policie	03.08.2016	Právo	Jánošík? Možná jen biřic	06	Publicistika	Alexandr Mitrofanov	2214
policie	03.08.2016	zpravy.iDNES.cz	Šlachta dostal oficiální nabídku, má se stát náměstkem šéfa celníků	00	Zprávy / Domácí	iDNES.cz, Václav Ferebauer, ČTK	2890
policie	03.08.2016	Hospodářské noviny	Křesťané z Číny žádají o azyl v Česku. Vláda by tím uznala, že Peking porušuje lidská práva	03	Události	Jan Hejl	4879
policie	02.08.2016	Hospodářské noviny	PENÍZE TU JSOU. TAK, VLÁDO, REFORMUJ	08	Názory	David Klimeš	4408
policie	02.08.2016	novinky.cz	Porážka Šlachty? V klíčových pozicích policejní centrály jsou jeho lidé	00	Domácí	Jakub Troníček	3953
policie	02.08.2016	Právo	V klíčových pozicích nové policejní centrály jsou Šlachtovi lidé	01	Titulní strana	Jakub Troníček	3858
policie	01.08.2016	Právo	Prezident: K reformě policie měli být hned přizváni žalobci	02	Zpravodajství	(zr, ČTK)	2455
policie	01.08.2016	zpravy.iDNES.cz	Začal fungovat policejní superúřad. V řadách policie vyšetřovat nebude	00	Zprávy / Domácí	iDNES.cz, Michal Hron, iDNES.cz, Adam Němec	6194
policie	01.08.2016	lidovky.cz	Začala fungovat Národní centrála proti zločinu. Zdroj svárů mezi politiky	00	Zprávy / Domov	ČTK	2746
policie	01.08.2016	aktualne.cz	Celníci chtějí sami vyšetřovat daňové trestné činy. Usnadní nám to práci, říká jejich šéf	00	Domácí	ČTK	2589
policie	01.08.2016	Lidové noviny	Po slyšení Šlachty klidný určitě nejsem	02	Domov	MARTIN SHABU	4084
policie	01.08.2016	Lidové noviny	Zeman mě nepotěšil	01	Titulní strana	ONDŘEJ KOUTNÍK ADAM JUNEK	5083
policie	01.08.2016	Lidové noviny	Občas křičíme, ale vláda funguje... ... u příští koalice si dáme větší pozor	04	Rozhovor	ADAM JUNEK ONDŘEJ KOUTNÍK	26046
policie	01.08.2016	novinky.cz	Kandidát na hejtmana Červíček: Pokud se EU nezmění, neměli bychom být její součástí	00	Domácí	Barbora Zpěváčková	6265
policie	01.08.2016	Hospodářské noviny	NECHTĚNÝ PREZIDENT	10	Panorama	Simone Radačičová	12366
policie	31.07.2016	novinky.cz	Zeman se tvrdě otřel o Teličku i Evropské hodnoty	00	Domácí	aš	2895
policie	31.07.2016	lidovky.cz	Babiš: Prezident mě postojem k policejní krizi nepotěšil	00	Zprávy / Domov	Lidové noviny, Adam  Junek, Lidové noviny, Ondřej Koutní	5697
policie	31.07.2016	zpravy.iDNES.cz	Zeman si přeje, aby reorganizace policie přispěla k vyšetřování Bakaly	00	Zprávy / Domácí	iDNES.cz, Josef Kopecký	2217
policie	31.07.2016	lidovky.cz	Co je za nepokoji v Jerevanu? Lidem poprvé nejde o peníze, ale změnu režimu	00	Zprávy / Svět	Lidovky.cz, Gabriela Kabátková	5761
policie	31.07.2016	iHNed.cz	Reportáž z Turecka: Vítěz bere vše. Erdogan může situaci využít k posílení demokracie, anebo k jejímu zničení	00		Tomáš Lindner	18706
policie	30.07.2016	Mladá fronta DNES	Případ, který ohrozil šéfa policie	02	Z domova	Adéla Paclíková	6162
policie	30.07.2016	Lidové noviny	Hazardéři	01	Titulní strana	ISTVÁN LÉKO	1119
policie	30.07.2016	Právo	Kontroverzní policejní reorganizace startuje už v pondělí	02	Zpravodajství	(ČTK, zr)	2384
policie	30.07.2016	Lidové noviny	Policejní bouře v „okurkové sezoně“	02	Domov	ONDŘEJ KOUTNÍK MARTIN SHABU	5101
policie	30.07.2016	Lidové noviny	Razii vyzradil mobil. Patřil blízkým Tuhého?	01	Titulní strana	MARTIN SHABU ONDŘEJ KOUTNÍK	7526
policie	30.07.2016	lidovky.cz	Razii vyzradilo varování z mobilu. Patřil někomu z okolí policejního šéfa Tuhého?	00	Zprávy / Domov	Lidové noviny, Ondřej Koutník, Lidové noviny, Martin Sha	7827
policie	30.07.2016	Právo	Otazníky kolem Tuhého: podezřelý telefon prý v jeho okolí	02	Zpravodajství	Jakub Troníček Jan Martinek	5613
policie	29.07.2016	lidovky.cz	Policii kvůli změnám nehrozí masivní vlna odchodů, řekl Tuhý	00	Zprávy / Domov	ČTK	2385
policie	29.07.2016	zpravy.iDNES.cz	Poslanci dostali Šlachtovu zprávu, bývalý šéf ÚOOZ vypovídal pět hodin	00	Zprávy / Domácí	iDNES.cz, Čeněk Třeček, iDNES.cz, Václav Ferebauer, ČT	7409
policie	29.07.2016	iHNed.cz	Poslanci vyslýchali Šlachtu s Ištvanem devět hodin. Zpráva o změnách v policii je zapečetěná	00		Lukáš Prchal, ČTK	4841
policie	29.07.2016	novinky.cz	Komise pět hodin vyslýchala Šlachtu. Odcházím spokojen, řekl	00	Domácí	Barbora Zpěváčková	4379
policie	29.07.2016	aktualne.cz	Tuhý: Z mediálního osočování mých blízkých jsem šokován. Je to lidsky odporné	00	Domácí	ČTK	2405
policie	29.07.2016	iHNed.cz	S vynášením informací z vyšetřování IT zakázek nemám nic společného, odmítá Tuhý slova Šlachty	00		ČTK, bbb	2101
policie	29.07.2016	lidovky.cz	Řekl jsem vše, co jsem měl na srdci, popsal Šlachta výpověď před poslanci	00	Zprávy / Domov	ČTK	2808
policie	29.07.2016	lidovky.cz	Z telefonu Tuhého blízkých unikaly informace z vyšetřování, zaznělo před komisí	00	Zprávy / Domov	Lidovky.cz, ČTK	3313
policie	29.07.2016	Právo	Poslanci vyslýchali Ištvana a Šlachtu. Komárka až v srpnu	01	Titulní strana	Jan Martinek Jakub Troníček	3858
policie	28.07.2016	lidovky.cz	Poslanecká komise poslouchala tři hodiny Ištvana, teď zpovídá Šlachtu	00	Zprávy / Domov	ČTK	2418
policie	28.07.2016	novinky.cz	Poslanci z vyšetřovací komise dostali od Ištvana Šlachtovu zprávu	00	Domácí	Barbora Zpěváčková	2897
policie	28.07.2016	Lidové noviny	Šlachta poprvé promluví ve sněmovně	02	Domov	MARIN SHABU	3909
policie	28.07.2016	Mladá fronta DNES	Trestní oznámení na Tuhého	02	Z domova	Pavla Kubištová, iDNES.cz	1831
